作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,書籍名,著者,クイズ?,出題順番,試験監督,かかった秒数,獲得読Q本point,獲得時短point,現在の生涯point,現時点の級,現時点の今年度point
クイズ認定完了,2021-01-27 00:10:24,yukari05831k,58,dq59,野ばら,小川 未明,dq59-26,0,5.43,10,ふたつの国＊くに＊から、#ひとりずつ#の兵隊＊へいたい＊が派遣＊はけん＊されて、国境＊こっきょう＊を定＊さだ＊めた石碑＊せきひ＊を守＊まも＊っていました。(こたえは〇）,
クイズ認定完了,2021-01-27 00:10:24,yukari05831k,58,dq59,野ばら,小川 未明,dq59-27,0,5.43,10,＃小さな国＊くに＊の兵士＊へいし＊は老人＊ろうじん＊で、大きな国の兵士は青年＊せいねん＊でした。＃　（こたえは?）,
クイズ認定完了,2021-01-27 00:10:24,yukari05831k,58,dq59,野ばら,小川 未明,dq59-28,0,5.43,10,＃大きな国＊くに＊の兵士＊へいし＊は老人＊ろうじん＊で、小さな国の兵士は青年＊せいねん＊でした。＃　（こたえは〇）,
クイズ送信,2021-02-16 22:48:12,yukari05831k,58,dq59,野ばら,小川 未明,,0,5.43,10,国境＊こっきょう＊に咲＊さ＊く野ばらは、＃黄色＊きいろ＊でした＃。（答えは?）,
,
,
作業/判定,タイムスタンプ,読Qネーム,年齢,読Q本ID,書籍名,著者,クイズ?,対象 読Qﾈｰﾑ,内容
監修希望送信,2020-10-13 00:22:37,yukari05831k,57,dq54,思考の整理学,外山 滋比古,,,よろしくお願いします,
監修決定,2020-10-13 00:23:13,yukari05831k,57,dq54,思考の整理学,外山 滋比古,,,,
監修希望送信,2020-10-21 20:54:13,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,,,好きな本です。よろしくお願いします。,
監修決定,2020-10-21 20:55:35,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,,,,
監修決定,2020-10-21 23:13:18,yukari05831k,57,dq46,大どろぼうホッツェンプロッツ,プロイスラー オトフリート,,,,
クイズ承認,2020-10-21 23:53:44,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-1,yukari88001k,＃病院で目を覚ました吾一は、自分は飛行練習中に海に落ち、漂流し、敵国の捕虜になった＃と思った。,
クイズ承認,2020-10-21 23:53:44,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-2,yukari88001k,ミナミが今まで切り出せなかった秘密は、#彼女の妊娠#であった。,
クイズ承認,2020-10-21 23:53:45,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-3,yukari88001k,#沖縄旅行の最終日、伊江島の海の中でも何も見つけられなかった吾一は、名誉ある死のために生きる生き方を辞めてミナミを幸せにするために生きる決心をした。#,
クイズ承認,2020-10-21 23:53:45,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-4,yukari88001k,沖縄旅行の最終日、海中に何かがあると信じて飛び込んだ吾一は、#実際に回天の残骸を見つけた。#,
クイズ承認,2020-10-21 23:53:45,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-5,yukari88001k,いよいよ回天と駆逐艦との距離が近づいた時、健太は空っぽの頭の中で#文子#の名前を呼び続けた。,
クイズ承認,2020-10-21 23:53:45,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-6,yukari88001k,#健太は自分のため、僅かであっても生きる可能性のために特攻したのだった。#,
クイズ承認,2020-10-21 23:53:45,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-7,yukari88001k,#8/16になっても吾一はサーフボードで海に出た。#,
クイズ承認,2020-10-21 23:53:45,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-8,yukari88001k,健太は回天に乗り込もうとする鴨志田を殴り飛ばし、代わりに自分が乗り込んだ。何故なら#ここで鴨志田が死んでしまい、ミナミが産まれてこない世界が訪れたって意味はないと感じたからだ。#,
クイズ承認,2020-10-21 23:53:46,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-9,yukari88001k,終戦後にも関わらず、#爆雷攻撃から自分たちを逃すために鴨志田は回天に乗り込み出撃しようとした。#,
クイズ承認,2020-10-21 23:53:46,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-10,yukari88001k,#玉音放送を聴いた回天特攻隊は直ちに武装解除を行った。#,
クイズ承認,2020-10-21 23:53:46,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-11,yukari88001k,伊江島の砂浜に寝転んだ吾一は、死ぬことばかりを考えていた時には想像もしなかった充足感を感じ、#50年前に戻る決心を曲げることにした。#,
クイズ承認,2020-10-21 23:53:46,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-12,yukari88001k,健太は尾島亀久雄に息子が産まれた際はピョン吉と命名するように言ったが断られたので、孫が生まれた時は#吾一#と名付けるように頼んだ。,
クイズ承認,2020-10-21 23:53:46,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-13,yukari88001k,#健太が乗る潜水艦は駆逐艇に撃沈寸前まで追い込まれたが、絶対に生き残るであろう鴨志田や尾島亀久雄の存在が幸いして何の犠牲も出さずに切り抜けることができた。#,
クイズ承認,2020-10-21 23:53:46,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-14,yukari88001k,出陣式の最中に海に落ち溺れてしまったところを健太に助けられた整備兵は、なんと#健太の祖父#であった。,
クイズ承認,2020-10-21 23:53:46,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-15,yukari88001k,8/6は健太の特攻隊出撃の日だったが、広島で新型爆弾が炸裂したため#中止となった。#,
クイズ承認,2020-10-21 23:53:47,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-16,yukari88001k,#文子の家の防空壕の完成記念の写真を撮る際、50年後のミナミを驚かせないために健太はカメラのフィルムを使い切った。#,
クイズ承認,2020-10-21 23:53:47,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-17,yukari88001k,別れの時間が近づく中、文子は千人針を#健太#に送る旨を語った。,
クイズ承認,2020-10-21 23:53:47,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-18,yukari88001k,鴨志田は緊張のあまり文子と話せなかったため、健太は得意の洋楽の話を通して、#文子とより親密になろうとした。#,
クイズ承認,2020-10-21 23:53:47,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-19,yukari88001k,特別休暇中に夏海村を訪れた鴨志田と健太は、そこで#文子の祖母キヨの訃報を受けた。#,
クイズ承認,2020-10-21 23:53:47,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-20,yukari88001k,#健太だけでなく鴨志田も今回の特攻隊の第一陣に選ばれたため、特別休暇を一緒に茨城で過ごした。#,
クイズ承認,2020-10-21 23:53:47,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-21,yukari88001k,特攻指揮官の田淵は2名の枠の特攻隊員を26名の中から「いろは」順で選んだ。よって、名字が「尾島」から始まる健太は#選ばれなかった。#,
クイズ承認,2020-10-21 23:53:47,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-22,yukari88001k,お盆期間の沖縄旅行の予約は厳しいと旅行会社に言われた吾一だったが、#8/15までにどうしても行きたかったため、自分たちで飛行機のチケットを取ることにした。#,
クイズ承認,2020-10-21 23:53:48,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-23,yukari88001k,日本の敗戦を食い止めることを諦めている吾一だったが、#尾島健太と入れ替わり、自分が存在した場所に帰らなければいけない#と考えた。,
クイズ承認,2020-10-21 23:53:48,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-24,yukari88001k,呉の特攻隊基地にて、夜にやることのない健太は#文子#宛に手紙を書いた。,
クイズ承認,2020-10-21 23:53:48,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-25,yukari88001k,古屋の操縦の腕はピカイチで、4月には出撃命令が下った。しかし#5月に故障のため古屋は還ってきた。#,
クイズ承認,2020-10-21 23:53:48,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-26,yukari88001k,健太や鴨志田は回天の操縦が上手くなかったため、#特攻として使われずに終戦を迎えた。#,
クイズ承認,2020-10-21 23:53:48,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-27,yukari88001k,#以前は妹の芳子の写真を眺めていた吾一だっが、沖縄旅行も近くなり携帯の待受画面のミナミを眺めることが増えていた。#,
クイズ承認,2020-10-21 23:53:48,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-28,yukari88001k,#鴨志田祐司は夏海村の文子に恋をしていた。#,
クイズ承認,2020-10-21 23:53:49,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-29,yukari88001k,募誌に記入してある石庭吾一の没年は#練習機の落水事故があった昭和19年#だった。,
クイズ承認,2020-10-21 23:53:49,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-30,yukari88001k,吾一が車の運転に力を注いだのは、#故郷である足尾に家族の墓参りに行くため#である。,
クイズ承認,2020-10-21 23:53:49,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-31,yukari88001k,健太は80kmものスピードを出せる人間魚雷に#次元に穴を開け未来に戻る#可能性を感じ、生まれて初めて一生懸命勉強し始めた。,
クイズ承認,2020-10-21 23:53:49,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-32,yukari88001k,自衛隊の練習機に乗ることを諦めた吾一は自分が発見された海へ行くべくカズから#ヨット#を教えてもらう約束をした。,
クイズ承認,2020-10-21 23:53:49,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-33,yukari88001k,呉の海軍基地で健太は自分が#人間魚雷「回天」#に乗るために招集されたことを知った。,
クイズ承認,2020-10-21 23:53:49,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-34,yukari88001k,鴨志田祐司は三段跳びの学生記録保持者であり、#健太の祖父#てある。,
クイズ承認,2020-10-21 23:53:49,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-35,yukari88001k,吾一は自衛隊の練習機機に乗れば過去に戻れると考、航空自衛隊に入ろうとした。しかし、入隊試験の募集は終わったばかりで、それでは終戦日の8月には到底間に合わないため#諦めた。#,
クイズ承認,2020-10-21 23:53:50,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-36,yukari88001k,ミナミは吾一が秘密で自衛隊に入隊しようとしていたことと、#お婆ちゃんと逢瀬を重ねていた疑惑#のために怒っていた。,
クイズ承認,2020-10-21 23:53:50,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-37,yukari88001k,特別車両の中で知り合った兵曹長は#ミナミ#と同じ苗字である鴨志田と名乗った。,
クイズ承認,2020-10-21 23:53:50,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-38,yukari88001k,ミナミはお婆ちゃんの遺品整理の時に見つけたトランクの内側ポケットに、宛先不明の手紙、千人針、そして健太のものと思しき#ジーンズと自転車の鍵#を見つけた。,
クイズ承認,2020-10-21 23:53:50,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-39,yukari88001k,亡くなったお婆ちゃんの遺品整理をしていたミナミは、厳重に保管されていたトランクの中に、#古いレコードとおじいちゃんの写真#を見つけた。,
クイズ承認,2020-10-21 23:53:50,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-40,yukari88001k,ヤマグチをボコボコにした次の日、健太と古屋は#特別攻撃隊に選ばれた。#,
クイズ承認,2020-10-21 23:53:50,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-41,yukari88001k,深夜に起こされ訳もなくバッター注入されることにキレた健太は、逆にヤマグチにバッター注入したが#他の班員は加わらなかった。#,
クイズ承認,2020-10-21 23:53:51,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-42,yukari88001k,特攻隊志願が決まった隊員たちは愛国心があるといえども「死」について考えてしまい、#なかなか寝ることができないようだった。#,
クイズ承認,2020-10-21 23:53:51,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-43,yukari88001k,みなみと吾一は、来年の夏に#北海道#に行くことを約束した。,
クイズ承認,2020-10-21 23:53:51,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-44,yukari88001k,戦争が終わる前の過去に戻りたい吾一は、#ミナミは気がかりでは無く、未来社会の軍事機密を得ることしか考えていなかった。#,
クイズ承認,2020-10-21 23:53:51,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-45,yukari88001k,健太は特攻隊志願書に#○#と書き、兼子分隊士は第十二分隊全員志願と報告した。,
クイズ承認,2020-10-21 23:53:51,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-46,yukari88001k,勝利に「これからどうする？」と聞かれた吾一は#自衛隊#で働くと答えた。,
クイズ承認,2020-10-21 23:53:51,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-47,yukari88001k,ヤマグチと共に飛行訓練をすることになった健太だったが、コックピットに乗ったところで#両角中尉の割腹自殺の報#により飛行訓練は回避された。,
クイズ承認,2020-10-21 23:53:52,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-48,yukari88001k,#ミナミは自分のことを思い出させるために吾一を、健太とのはじめての場所に連れて行った。#,
クイズ承認,2020-10-21 23:53:52,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-49,yukari88001k,両角中尉はいきなり与謝野晶子の君死にたもうことなかれの朗読を始めた。彼は、#特攻隊に反対であり、若い飛行兵を無闇に死なせる上層部に反感を抱いていたのだ。#,
クイズ承認,2020-10-21 23:53:52,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-50,yukari88001k,健太は1年後の終戦まで耐え、自由の身になったら#湘南海岸#に行き、50年後に戻る方法を探そうと考えた。,
クイズ承認,2020-10-21 23:53:52,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-51,yukari88001k,現代日本に居場所を求めた吾一は#文子の家#に向かったが、そこには小学校があるだけだった。,
クイズ承認,2020-10-21 23:53:52,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-52,yukari88001k,キ＊ガ＊病院に送られる危機を悟った健太はピカイチの接客センスで軍医の問診を乗り切ろうとしたが、#自分の階級を名乗ることができなかった。#,
クイズ承認,2020-10-21 23:53:52,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-53,yukari88001k,渋谷にて豊かな物質と便利さを持つ現代日本の状況を目の当たりにし、吾一は#ずっとここにいたいと思った。#,
クイズ承認,2020-10-21 23:53:52,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-54,yukari88001k,#吾一は、多過ぎる物質と欲と光と色の世界である50年後には謙虚も羞恥も規範も安息もないと感じた。#,
クイズ承認,2020-10-21 23:53:53,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-59,yukari88001k,なんとか喋れるようになった吾一は、ノリコとエンタツに自分は健太ではなく吾一であるという真実を述べた。#しかし、彼らの悲しげな表情を見て「な～んちゃって」と言い誤魔化した。#,
クイズ承認,2020-10-21 23:53:53,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-60,yukari88001k,「自分は石庭吾一ではなく尾島健太である」と主張する健太をコルサコフ症候群（記憶喪失）であるという診察を#分隊長の両角中尉#がしたため、健太は山口にバッターで殺されかける難を逃れることができた。,
クイズ承認,2020-10-21 23:53:53,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-61,yukari88001k,吾一は#日本史の教科書の年表#を読んだことで、自分が今いる場所が異世界でも大東亜共栄圏の一部でもない未来の日本であることを理解した。,
クイズ承認,2020-10-21 23:53:53,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-55,yukari88001k,#ミナミとのデートで、未来の世界に来て初めて吾一は笑うことができた。#,
クイズ承認,2020-10-21 23:53:53,junnosuke02742k,22,dq56,僕たちの戦争,荻原 浩,dq56-56,yukari88001k,#ミナミとのデートで、未来の世界に来て初めて吾一は笑うことができた。#,
